campaign,index,run_id,archive,directory,job_id,lr,beta1,beta2,seed,loss,seconds
beta99,18,packed4-awc-lr0.016-beta2-0.99-seed42,runs/packed4-awc-20m-beta99-lr016-20260911,experiments/packed4-awc-lr0.016-beta2-0.99-seed42,2317541_18,0.016,0.9,0.99,42,4.199815892085226,430.7366306509357
beta99,19,packed4-awc-lr0.016-beta2-0.99-seed43,runs/packed4-awc-20m-beta99-lr016-20260911,experiments/packed4-awc-lr0.016-beta2-0.99-seed43,2317541_19,0.016,0.9,0.99,43,4.010615861951234,436.39975431002676
beta99,20,packed4-awc-lr0.016-beta2-0.99-seed44,runs/packed4-awc-20m-beta99-lr016-20260911,experiments/packed4-awc-lr0.016-beta2-0.99-seed44,2317541_20,0.016,0.9,0.99,44,4.069868565861545,430.7000951200025
beta1_fill,0,packed4-awc-lr0.008-beta1-0.925-beta2-0.99-seed42,runs/packed4-awc-20m-beta1-fill-20260911,experiments/packed4-awc-lr0.008-beta1-0.925-beta2-0.99-seed42,2317855_0,0.008,0.925,0.99,42,3.680425856136735,446.9268776549725
beta1_fill,1,packed4-awc-lr0.008-beta1-0.925-beta2-0.99-seed43,runs/packed4-awc-20m-beta1-fill-20260911,experiments/packed4-awc-lr0.008-beta1-0.925-beta2-0.99-seed43,2317855_1,0.008,0.925,0.99,43,3.6056249141568477,437.65641836379655
beta1_fill,2,packed4-awc-lr0.008-beta1-0.925-beta2-0.99-seed44,runs/packed4-awc-20m-beta1-fill-20260911,experiments/packed4-awc-lr0.008-beta1-0.925-beta2-0.99-seed44,2317855_2,0.008,0.925,0.99,44,3.599603528388055,447.48147104203235
beta1_fill,3,packed4-awc-lr0.008-beta1-0.95-beta2-0.99-seed42,runs/packed4-awc-20m-beta1-fill-20260911,experiments/packed4-awc-lr0.008-beta1-0.95-beta2-0.99-seed42,2317855_3,0.008,0.95,0.99,42,3.589973732468213,455.26823859789874
beta1_fill,4,packed4-awc-lr0.008-beta1-0.95-beta2-0.99-seed43,runs/packed4-awc-20m-beta1-fill-20260911,experiments/packed4-awc-lr0.008-beta1-0.95-beta2-0.99-seed43,2317855_4,0.008,0.95,0.99,43,3.5969862952951,456.9021554159699
beta1_fill,5,packed4-awc-lr0.008-beta1-0.95-beta2-0.99-seed44,runs/packed4-awc-20m-beta1-fill-20260911,experiments/packed4-awc-lr0.008-beta1-0.95-beta2-0.99-seed44,2317855_5,0.008,0.95,0.99,44,3.5997156873995255,457.8241172389826
beta1_fill,6,packed4-awc-lr0.008-beta1-0.975-beta2-0.99-seed42,runs/packed4-awc-20m-beta1-fill-20260911,experiments/packed4-awc-lr0.008-beta1-0.975-beta2-0.99-seed42,2317855_6,0.008,0.975,0.99,42,3.688676795028814,439.063483431004
beta1_fill,7,packed4-awc-lr0.008-beta1-0.975-beta2-0.99-seed43,runs/packed4-awc-20m-beta1-fill-20260911,experiments/packed4-awc-lr0.008-beta1-0.975-beta2-0.99-seed43,2317855_7,0.008,0.975,0.99,43,3.646338180720578,443.1060740449466
beta1_fill,8,packed4-awc-lr0.008-beta1-0.975-beta2-0.99-seed44,runs/packed4-awc-20m-beta1-fill-20260911,experiments/packed4-awc-lr0.008-beta1-0.975-beta2-0.99-seed44,2317855_8,0.008,0.975,0.99,44,3.6687880825165196,440.6861905299593
