index,run_id,job_id,lr,beta1,beta2,seed,loss,seconds,training_seconds,peak_memory_bytes,directory
72,packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.95-seed42,2341796_72,0.008,0.95,0.95,42,3.7833762152877193,453.9870745949447,324.9784023629036,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.95-seed42
73,packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.95-seed43,2341796_73,0.008,0.95,0.95,43,3.7900400616573475,459.15859086601995,326.91338338004425,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.95-seed43
74,packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.95-seed44,2341796_74,0.008,0.95,0.95,44,3.757922760174461,454.634943991201,325.0314486764837,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.95-seed44
75,packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.98-seed42,2341796_75,0.008,0.95,0.98,42,3.748650511807065,431.22845290997066,302.733093198156,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.98-seed42
76,packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.98-seed43,2341796_76,0.008,0.95,0.98,43,3.7393433734916037,426.9223294040421,297.8102889943402,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.98-seed43
77,packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.98-seed44,2341796_77,0.008,0.95,0.98,44,3.7547548579962493,431.24988670801395,301.22752931021387,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.98-seed44
78,packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.99-seed42,2341796_78,0.008,0.95,0.99,42,3.8126833150681154,421.86886158399284,293.3905511418707,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.99-seed42
79,packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.99-seed43,2341796_79,0.008,0.95,0.99,43,3.8856205504906467,434.0201983990846,302.85979092796333,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.99-seed43
80,packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.99-seed44,2341796_80,0.008,0.95,0.99,44,3.754091211529644,426.549533336889,298.6985894476529,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.99-seed44
81,packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.999-seed42,2341796_81,0.008,0.95,0.999,42,4.029081280762682,425.92448525398504,297.5254060084699,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.999-seed42
82,packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.999-seed43,2341796_82,0.008,0.95,0.999,43,3.9183992846868816,418.5505053360248,282.49341205111705,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.999-seed43
83,packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.999-seed44,2341796_83,0.008,0.95,0.999,44,3.8578815149245114,410.8508833628148,283.3619434153661,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.95-beta2-0.999-seed44
